"NAME","METHOD","CENSUS2010POP","CENSUS2020POP","ESTIMATESBASE2010","ESTIMATESBASE2020","BIRTHS2010","BIRTHS2011","BIRTHS2012","BIRTHS2013","BIRTHS2014","BIRTHS2015","BIRTHS2016","BIRTHS2017","BIRTHS2018","BIRTHS2019","BIRTHS2020","BIRTHS2021","BIRTHS2022","BIRTHS2023","DEATHS2010","DEATHS2011","DEATHS2012","DEATHS2013","DEATHS2014","DEATHS2015","DEATHS2016","DEATHS2017","DEATHS2018","DEATHS2019","DEATHS2020","DEATHS2021","DEATHS2022","DEATHS2023","DOMESTICMIG2010","DOMESTICMIG2011","DOMESTICMIG2012","DOMESTICMIG2013","DOMESTICMIG2014","DOMESTICMIG2015","DOMESTICMIG2016","DOMESTICMIG2017","DOMESTICMIG2018","DOMESTICMIG2019","DOMESTICMIG2020","DOMESTICMIG2021","DOMESTICMIG2022","DOMESTICMIG2023","INTERNATIONALMIG2010","INTERNATIONALMIG2011","INTERNATIONALMIG2012","INTERNATIONALMIG2013","INTERNATIONALMIG2014","INTERNATIONALMIG2015","INTERNATIONALMIG2016","INTERNATIONALMIG2017","INTERNATIONALMIG2018","INTERNATIONALMIG2019","INTERNATIONALMIG2020","INTERNATIONALMIG2021","INTERNATIONALMIG2022","INTERNATIONALMIG2023","NATURALINC2010","NATURALINC2011","NATURALINC2012","NATURALINC2013","NATURALINC2014","NATURALINC2015","NATURALINC2016","NATURALINC2017","NATURALINC2018","NATURALINC2019","NATURALINC2020","NATURALINC2021","NATURALINC2022","NATURALINC2023","NETMIG2010","NETMIG2011","NETMIG2012","NETMIG2013","NETMIG2014","NETMIG2015","NETMIG2016","NETMIG2017","NETMIG2018","NETMIG2019","NETMIG2020","NETMIG2021","NETMIG2022","NETMIG2023","NPOPCHG2010","NPOPCHG2011","NPOPCHG2012","NPOPCHG2013","NPOPCHG2014","NPOPCHG2015","NPOPCHG2016","NPOPCHG2017","NPOPCHG2018","NPOPCHG2019","NPOPCHG2020","NPOPCHG2021","NPOPCHG2022","NPOPCHG2023","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016","POPESTIMATE2017","POPESTIMATE2018","POPESTIMATE2019","POPESTIMATE2020","POPESTIMATE2021","POPESTIMATE2022","POPESTIMATE2023","RBIRTH2011","RBIRTH2012","RBIRTH2013","RBIRTH2014","RBIRTH2015","RBIRTH2016","RBIRTH2017","RBIRTH2018","RBIRTH2019","RBIRTH2021","RBIRTH2022","RBIRTH2023","RDEATH2011","RDEATH2012","RDEATH2013","RDEATH2014","RDEATH2015","RDEATH2016","RDEATH2017","RDEATH2018","RDEATH2019","RDEATH2021","RDEATH2022","RDEATH2023","RDOMESTICMIG2011","RDOMESTICMIG2012","RDOMESTICMIG2013","RDOMESTICMIG2014","RDOMESTICMIG2015","RDOMESTICMIG2016","RDOMESTICMIG2017","RDOMESTICMIG2018","RDOMESTICMIG2019","RDOMESTICMIG2021","RDOMESTICMIG2022","RDOMESTICMIG2023","RESIDUAL2010","RESIDUAL2011","RESIDUAL2012","RESIDUAL2013","RESIDUAL2014","RESIDUAL2015","RESIDUAL2016","RESIDUAL2017","RESIDUAL2018","RESIDUAL2019","RESIDUAL2020","RESIDUAL2021","RESIDUAL2022","RESIDUAL2023","RINTERNATIONALMIG2011","RINTERNATIONALMIG2012","RINTERNATIONALMIG2013","RINTERNATIONALMIG2014","RINTERNATIONALMIG2015","RINTERNATIONALMIG2016","RINTERNATIONALMIG2017","RINTERNATIONALMIG2018","RINTERNATIONALMIG2019","RINTERNATIONALMIG2021","RINTERNATIONALMIG2022","RINTERNATIONALMIG2023","RNATURALINC2011","RNATURALINC2012","RNATURALINC2013","RNATURALINC2014","RNATURALINC2015","RNATURALINC2016","RNATURALINC2017","RNATURALINC2018","RNATURALINC2019","RNATURALINC2021","RNATURALINC2022","RNATURALINC2023","RNETMIG2011","RNETMIG2012","RNETMIG2013","RNETMIG2014","RNETMIG2015","RNETMIG2016","RNETMIG2017","RNETMIG2018","RNETMIG2019","RNETMIG2021","RNETMIG2022","RNETMIG2023"
"Oregon","OE",3831074,4237256,3831079,4237279,11884,45393,44925,45007,45452,45668,45593,44711,43425,43305,10281,39660,40521,39046,7822,32496,32943,33418,33804,35388,35334,36831,36180,36563,9546,41943,46369,43285,995,11426,10910,8768,22278,36867,51117,37653,27663,25821,6407,10253,-17575,-6051,1565,10227,4187,3178,6700,5094,12604,8026,3356,3295,177,2609,7234,4304,4062,12897,11982,11589,11648,10280,10259,7880,7245,6742,735,-2283,-5848,-4239,2560,21653,15097,11946,28978,41961,63721,45679,31019,29116,6584,12862,-10341,-1747,6412,34545,26965,23467,40776,52548,74184,53649,38261,35851,7765,11421,-17086,-6021,3837491,3872036,3899001,3922468,3963244,4015792,4089976,4143625,4181886,4217737,4245044,4256465,4239379,4233358,11.77581971,11.562163454,11.508579782,11.527684501,11.446996855,11.249520095,10.86061858,10.431792115,10.311177061,9.3301083372,9.5390169594,9.2168563712,8.4300891611,8.4784051343,8.5451978394,8.5734807459,8.8702444756,8.7182361992,8.9465107673,8.6913584043,8.7058669181,9.8671894601,10.915690072,10.21747754,2.964124777,2.8078620653,2.2420340731,5.650219029,9.2409659513,12.612500136,9.1461803894,6.6453578645,6.1481330769,2.4120423798,-4.137317022,-1.428346,-210,-5,-114,-68,150,307,204,90,-3,-7,446,842,-897,-35,2.6530810515,1.0775910602,0.8126350689,1.6992758549,1.2768459749,3.1098842207,1.9495722467,0.8061967608,0.7845590213,0.6137733901,1.7029502896,1.0159644988,3.3457305487,3.0837583195,2.9633819427,2.9542037548,2.5767523796,2.5312838956,1.9141078126,1.7404337103,1.6053101431,-0.537081123,-1.376673112,-1.000621169,5.6172058286,3.8854531255,3.0546691421,7.3494948839,10.517811926,15.722384356,11.095752636,7.4515546253,6.9326920982,3.0258157699,-2.434366733,-0.412381501
"Pennsylvania","OE",12702379,13002700,12702868,13002788,36120,142973,142105,141793,142216,141920,140259,137982,136914,135190,32903,130245,131600,129489,30212,127718,125530,130935,126737,132748,129972,135741,134063,133439,40289,155661,155062,140568,-1674,-7522,-18975,-30128,-36614,-43668,-50422,-27406,-20731,-19588,-3696,27803,-39731,-24825,5416,27287,25397,29379,34547,31806,37975,31046,31675,19532,626,10199,25721,25776,5908,15255,16575,10858,15479,9172,10287,2241,2851,1751,-7386,-25416,-23462,-11079,3742,19765,6422,-749,-2067,-11862,-12447,3640,10944,-56,-3070,38002,-14010,951,8292,34655,21303,9191,12004,-3487,-2551,5366,13281,1067,-7311,18137,-41523,-10408,12711160,12745815,12767118,12776309,12788313,12784826,12782275,12787641,12800922,12801989,12995477,13013614,12972091,12961683,11.232520753,11.139840331,11.102112493,11.126000611,11.099145866,10.971834468,10.792526655,10.701187089,10.560517904,10.01534425,10.12864573,9.9861285133,10.034028002,9.8404993264,10.251952489,9.915030232,10.381830717,10.167128452,10.617242544,10.478353161,10.423736582,11.969737812,11.934407783,10.840535589,-0.590957881,-1.487480879,-2.358963032,-2.864427254,-3.415145868,-3.944287622,-2.14361283,-1.620333272,-1.530138507,2.1379447671,-3.057912033,-1.91449189,-1358,-365,-1694,-918,-1408,-797,-391,-515,-514,-628,3145,5551,-4051,-280,2.1437739559,1.990911825,2.3003178078,2.7027194065,2.4874537303,2.9706144627,2.4283224083,2.4757154202,1.5257640039,0.7842642405,1.9796268756,1.9878325461,1.198492751,1.2993410048,0.850160004,1.2109703793,0.7173151485,0.8047060165,0.1752841112,0.2228339278,0.1367813215,-1.954393562,-1.805762053,-0.854407075,1.552816075,0.5034309462,-0.058645224,-0.161707848,-0.927692138,-0.973673159,0.2847095782,0.8553821487,-0.004374503,2.9222090076,-1.078285157,0.0733406561
"Rhode Island","OE",1052567,1097379,1052964,1097371,2878,10998,11005,10871,10731,10875,10901,10663,10691,10481,2546,10030,10386,10006,2329,9754,9319,9631,9697,10079,9831,10044,9939,9802,3389,11332,11078,10434,-1168,-6018,-5043,-4539,-3539,-5129,-4458,-3912,-2769,-3215,-430,365,-4855,-3224,1661,4455,4376,3799,3469,4509,4120,2226,4653,3645,77,1072,2663,5777,549,1244,1686,1240,1034,796,1070,619,752,679,-843,-1302,-692,-428,493,-1563,-667,-740,-70,-620,-338,-1686,1884,430,-353,1437,-2192,2553,995,-310,972,460,855,129,705,-1097,2614,1074,-927,648,-3250,2120,1053959,1053649,1054621,1055081,1055936,1056065,1056770,1055673,1058287,1059361,1096444,1097092,1093842,1095962,10.436475853,10.4398393,10.305720903,10.166663745,10.298290578,10.318837013,10.095420326,10.114666313,9.8987178228,9.1450516426,9.4808880596,9.1387174377,9.2559906776,8.8404236649,9.130199431,9.1870411276,9.5445030566,9.3059798801,9.5093690102,9.4032053587,9.25744033,10.332175993,10.112582123,9.5296200025,-5.710739378,-4.784017227,-4.302977387,-3.35288631,-4.857005276,-4.219922521,-3.703768575,-2.619727904,-3.036387539,0.332795997,-4.43189982,-2.944555768,-47,9,-47,-40,-109,-47,-27,-30,-22,-35,269,513,-366,-5,4.2275413644,4.1512709473,3.601456509,3.2865675644,4.2698843419,3.8999732587,2.1075124867,4.4021646578,3.44249847,0.9774172842,2.4309267189,5.276271301,1.1804851756,1.5994156346,1.1755214718,0.9796226179,0.7537875219,1.0128571327,0.5860513159,0.7114609548,0.6412774928,-1.187124351,-0.631694063,-0.390902565,-1.483198014,-0.63274628,-0.701520878,-0.066318746,-0.587120934,-0.319949262,-1.596256088,1.7824367538,0.4061109306,1.3102132812,-2.000973101,2.3317155325
"South Carolina","OE",4625364,5118425,4625366,5118422,14171,57488,57527,56570,57287,58277,57755,56943,56793,56353,13492,55815,57508,57581,9658,42033,42073,44662,44538,46872,47256,48815,50428,50744,14065,64911,64636,58852,4483,18146,23594,29289,39825,49065,50199,49262,50330,53034,14724,67368,83401,82562,1167,2670,5837,5054,6234,7289,5165,5757,6067,5724,335,4028,10467,9291,4513,15455,15454,11908,12749,11405,10499,8128,6365,5609,-573,-9096,-7128,-1271,5650,20816,29431,34343,46059,56354,55364,55019,56397,58758,15059,71396,93868,91853,10283,36345,45360,46726,59537,68321,66030,63300,62888,64558,13729,61697,89107,90600,4635649,4671994,4717354,4764080,4823617,4891938,4957968,5021268,5084156,5148714,5132151,5193848,5282955,5373555,12.352858828,12.253672992,11.932794132,11.950106475,11.99663838,11.727015466,11.412296492,11.240102345,11.01411432,10.810576294,10.978158127,10.806727531,9.0319321444,8.9618576285,9.4209378033,9.290656557,9.6488569104,9.5952184721,9.7833140733,9.9803828122,9.9178431857,12.572342879,12.338878568,11.045267165,3.8991611518,5.0256950749,6.1781793767,8.3075216082,10.100297924,10.192787627,9.8729000897,9.9609872876,10.365420454,13.048229038,15.921078214,15.495129268,120,74,475,475,729,562,167,153,126,191,-757,-603,2367,18,0.5737220476,1.2433238176,1.0660834637,1.3004165651,1.5004804152,1.0487409728,1.1537957415,1.2007413049,1.1187477218,0.7801666454,1.9981286276,1.7437228511,3.3209266836,3.2918153635,2.5118563289,2.659449918,2.34778147,2.1317969938,1.6289824191,1.2597195328,1.0962711341,-1.761766585,-1.360720441,-0.238539634,4.4728831993,6.2690188925,7.2442628404,9.6079381733,11.600778339,11.241528599,11.026695831,11.161728592,11.484168176,13.828395684,17.919206842,17.23885212
"South Dakota","OE",814180,886667,814198,886668,3028,11794,11897,12059,12439,12255,12314,12196,12028,11911,2832,11063,11324,11369,1929,7289,7415,7279,7159,7744,7750,8079,7381,7337,2020,9779,9226,8556,687,1674,3292,3788,385,-1228,1242,2011,665,964,299,6026,8374,4812,169,1237,2105,89,1066,1615,3232,3748,513,418,65,1100,2781,1788,1099,4505,4482,4780,5280,4511,4564,4117,4647,4574,812,1284,2098,2813,856,2911,5397,3877,1451,387,4474,5759,1178,1382,364,7126,11155,6600,1968,7413,9987,8750,6813,4859,9008,9872,5830,5961,1184,8447,13570,9449,816166,823579,833566,842316,849129,853988,862996,872868,878698,884659,887852,896299,909869,919318,14.385163547,14.358429709,14.391228022,14.708134169,14.39126026,14.343756261,14.051792076,13.73399575,13.509459514,12.401416696,12.539254377,12.430659085,8.8904067401,8.9491263589,8.6867691162,8.4649515651,9.093914276,9.0274574486,9.3083329109,8.4278868167,8.3216274413,10.96207664,10.216103928,9.3549757351,2.0417808867,3.9730983106,4.5206046726,0.4552320649,-1.44206182,1.4467228582,2.3170017928,0.7593205166,1.0933690682,6.7550336266,9.2726700949,5.2613538146,13,-3,108,93,82,-39,-30,-4,5,5,8,37,317,36,1.5087711809,2.5405139562,0.1062127286,1.2604607303,1.8965226699,3.7647409644,4.3183106511,0.5857615414,0.4740957163,1.2330794871,3.079447759,1.9549668787,5.4947568067,5.40930335,5.7044589058,6.2431826042,5.2973459839,5.3162988123,4.743459165,5.3061089334,5.1878320726,1.4393400559,2.3231504489,3.07568335,3.5505520675,6.5136122669,4.6268174012,1.7156927952,0.4544608503,5.2114638226,6.6353124438,1.345082058,1.5674647845,7.9881131137,12.352117854,7.2163206933
"Tennessee","OE",6346105,6910840,6346276,6910786,19678,78632,80318,80277,80458,81877,81248,80601,80946,80239,19250,79463,82053,82244,14302,60180,60650,63478,63582,66105,66653,69124,68970,67977,18931,89405,91616,81216,2848,16968,26761,13438,22248,24156,32954,42619,41341,36009,14621,45241,83818,63417,982,8537,7785,9782,7409,9924,7236,8632,9506,9293,208,3114,7993,13054,5376,18452,19668,16799,16876,15772,14595,11477,11976,12262,319,-9942,-9563,1028,3830,25505,34546,23220,29657,34080,40190,51251,50847,45302,14829,48355,91811,76471,9035,43980,54607,40442,46883,49947,54840,62789,62832,57543,15305,37618,85267,77513,6355311,6399291,6453898,6494340,6541223,6591170,6646010,6708799,6771631,6829174,6926091,6963709,7048976,7126489,12.329980975,12.497754448,12.3996794,12.344384358,12.469471482,12.275726401,12.070708012,12.009409195,11.799154535,11.44192141,11.711245918,11.60371106,9.4365939447,9.4373466383,9.8048861938,9.7551597886,10.06747209,10.070573944,10.351926411,10.232611274,9.9960259705,12.8734755,13.076152072,11.458671726,2.6606867074,4.1641027764,2.0756492119,3.4134313953,3.6788420816,4.9790061025,6.3825697545,6.1334838725,5.2951277516,6.5142766635,11.963160522,8.9474313541,-171,23,393,423,350,95,55,61,9,-21,157,-795,3019,14,1.3386540795,1.211372524,1.5109391718,1.13673648,1.5113772486,1.0932842191,1.2927178517,1.4103407681,1.3665367601,0.4483865858,1.1408234753,1.8417737972,2.89338703,3.0604078101,2.5947932066,2.5892245697,2.4019993919,2.2051524569,1.7187816014,1.7767979211,1.8031285648,-1.43155409,-1.364906155,0.1450393338,3.999340787,5.3754753003,3.5865883837,4.5501678754,5.1902193302,6.0722903217,7.6752876061,7.5438246406,6.6616645118,6.9626632493,13.103983997,10.789205151
"Texas","OE",25145561,29145505,25146091,29145459,92768,381723,378089,384445,394346,402264,400965,391340,379544,378664,88268,364918,384024,390494,41027,168140,169177,178624,180737,187837,188794,194141,201799,202786,55732,270419,261745,232241,28097,120672,141740,107657,160260,172048,120910,84790,83795,125660,52914,191643,224896,186767,14860,69059,84959,79798,107045,117660,110866,98188,71278,65044,1957,43475,117197,128534,51741,213583,208912,205821,213609,214427,212171,197199,177745,175878,32536,94499,122279,158253,42957,189731,226699,187455,267305,289708,231776,182978,155073,190704,54871,235118,342093,315301,95880,403658,438852,395785,484067,505723,444354,380863,333393,367215,88902,326925,468562,473453,25241971,25645629,26084481,26480266,26964333,27470056,27914410,28295273,28628666,28995881,29234361,29561286,30029848,30503301,15.002593952,14.617753568,14.627484082,14.757188093,14.779774602,14.479330721,13.9242913,13.335127775,13.142454725,12.41309582,12.888628701,12.901823429,6.6082896423,6.540755471,6.7963420427,6.7635272182,6.9014093278,6.8175794996,6.9077422123,7.090127758,7.0381811418,9.1986061485,8.784696059,7.673184159,4.7426878061,5.4799806148,4.096167342,5.9972383739,6.3212981044,4.3662062211,3.0169179214,2.9441040614,4.3613358036,6.5189519898,7.5479684612,6.1707346499,1182,344,3241,2509,3153,1588,407,686,575,633,1495,-2692,4190,-101,2.7141779137,3.2847020816,3.0361793618,4.0058304114,4.3230025049,4.0035052428,3.4936329387,2.5043242352,2.2575101545,1.4788509768,3.9333703567,4.2467309936,8.3943043099,8.0769980965,7.831142039,7.9936608749,7.8783652738,7.661751221,7.0165490882,6.2450000166,6.1042735833,3.2144896713,4.1039326421,5.22863927,7.4568657197,8.7646826964,7.1323467038,10.003068785,10.644300609,8.3697114639,6.5105508601,5.4484282966,6.6188459581,7.9978029666,11.481338818,10.417465643
"Utah","OE",2763885,3271616,2763891,3271614,13756,51932,50446,51854,50825,51013,50622,49761,48349,48642,11862,45703,46371,45965,3678,15008,15471,16264,16284,17269,17786,17861,17695,17443,4964,21993,23370,21169,488,-387,-777,5596,-255,7609,19852,18329,16083,15588,4636,29664,13803,1338,930,2557,4891,3184,5166,3810,7304,8898,5758,5579,120,2054,5462,10285,10078,36924,34975,35590,34541,33744,32836,31900,30654,31199,6898,23710,23001,24796,1418,2170,4114,8780,4911,11419,27156,27227,21841,21167,4756,31718,19265,11623,11441,39052,38991,44265,39239,44956,60033,59174,52508,52408,12368,55302,41952,36498,2775332,2814384,2853375,2897640,2936879,2981835,3041868,3101042,3153550,3205958,3283982,3339284,3381236,3417734,18.581266025,17.801039176,18.032990698,17.422173105,17.237866199,16.80760157,16.201116409,15.460320993,15.2974098,13.800744225,13.799825014,13.521165706,5.3698613668,5.4593005807,5.6560450633,5.5819511428,5.8353892416,5.9053376304,5.8151592649,5.6582427759,5.485644487,6.6411344494,6.9548189723,6.2271196961,-0.138468573,-0.274182441,1.9460912552,-0.087410805,2.5711666419,6.5912944247,5.9675300468,5.1427814956,4.9022660244,8.9575143139,4.1077178552,0.3935890289,-55,-42,-98,-105,-213,-207,41,47,13,42,714,-126,-314,79,0.914894424,1.725902601,1.1072828014,1.7708400641,1.2874418328,2.425086363,2.8969983282,1.8412072282,1.7545382442,0.6202378102,1.6254694577,3.0254582679,13.211404658,12.341738595,12.376945635,11.840221962,11.402476957,10.90226394,10.385957144,9.8020782171,9.8117653127,7.1596097756,6.8450060412,7.2940460099,0.7764258506,1.4517201596,3.0533740566,1.6834292595,3.8586084747,9.0163807877,8.864528375,6.9839887238,6.6568042685,9.5777521241,5.7331873129,3.4190472969
"Vermont","OE",625741,643077,625737,643077,1656,6055,6086,5980,6118,5972,5832,5775,5537,5581,1303,5153,5385,5072,1326,5436,5459,5561,5601,5912,5811,6021,5778,5634,1565,6447,7216,6876,-212,-594,-1756,-537,-1719,-2162,-2212,-854,-179,-682,-66,4842,1126,844,87,1156,212,316,286,2144,646,1817,454,383,21,415,1009,1312,330,619,627,419,517,60,21,-246,-241,-53,-262,-1294,-1831,-1804,-125,562,-1544,-221,-1433,-18,-1566,963,275,-299,-45,5257,2135,2156,142,1170,-959,120,-996,2,-1559,687,14,-369,-141,4157,17,354,625879,627049,626090,626210,625214,625216,623657,624344,624358,623989,642936,647093,647110,647464,9.6653598611,9.7132081916,9.5504272139,9.7776612883,9.5519141415,9.3396206019,9.2548002766,8.8684089559,8.9414241393,7.9889676899,8.3217238718,7.8357822728,8.6772743526,8.712521117,8.8812584844,8.9514025622,9.4559471542,9.3059902808,9.6490307299,9.2544097791,9.0263364273,9.9951241406,11.151264523,10.622799469,-0.948178986,-2.802562206,-0.857621976,-2.74727031,-3.458010444,-3.542393822,-1.368588647,-0.286697707,-1.092644914,7.5068079865,1.7400670529,1.3039038325,-63,-11,-42,-78,-80,-40,-14,-30,-20,-17,166,194,-287,2,1.8452776217,0.3383503346,0.5046714046,0.4570792953,3.4292203482,1.0345327347,2.9118566411,0.7271550778,0.6136114398,0.6433963888,1.559260796,2.0269215974,0.9880855085,1.0006870746,0.6691687295,0.8262587261,0.0959669874,0.0336303211,-0.394230453,-0.386000823,-0.084912288,-2.006156451,-2.829540652,-2.787017196,0.8970986362,-2.464211871,-0.352950571,-2.290191014,-0.028790096,-2.507861088,1.5432679942,0.4404573709,-0.479033474,8.1502043753,3.2993278489,3.3308254298
"Virginia","OE",8001024,8631393,8001049,8631373,25705,102349,102760,102510,102580,103234,102910,101430,99818,98403,23580,94275,96018,95669,14653,60458,60211,63454,62609,65247,65329,67950,68737,69729,19723,83763,86329,79980,5551,13026,4466,3113,-15987,-25367,-24979,-12473,-9317,-9136,-31,-5468,-24930,-6985,5713,22423,36694,25291,34274,38051,35662,32574,15990,14869,764,14296,37444,28117,11052,41891,42549,39056,39971,37987,37581,33480,31081,28674,3857,10512,9689,15689,11264,35449,41160,28404,18287,12684,10683,20101,6673,5733,733,8828,12514,21132,22650,77456,83925,67347,58566,50815,48298,53481,37699,34233,5820,20155,21751,36599,8023699,8101155,8185080,8252427,8310993,8361808,8410106,8463587,8501286,8535519,8637193,8657348,8679099,8715698,12.694564552,12.619245639,12.472694308,12.386330842,12.383522121,12.271706139,12.02226448,11.76760946,11.551813852,10.902284137,11.077010186,10.999725953,7.4987345622,7.3940969168,7.7206354954,7.5599121437,7.826759283,7.7902855929,8.0539571272,8.1034499934,8.1856897464,9.686640426,9.9592494356,9.1958532198,1.6156425354,0.5484386047,0.3787678995,-1.930398432,-3.042920023,-2.978670174,-1.478395986,-1.098387238,-1.072501564,-0.632338262,-2.876021828,-0.803113713,334,116,216,-113,308,144,34,-100,-55,-174,1230,815,-452,-222,2.7811724683,4.506136624,3.0772306287,4.1385172869,4.5644400122,4.2525856023,3.8609212577,1.8850715829,1.7455150775,1.653238441,4.3196855734,3.2328057637,5.1958299902,5.2251487222,4.7520588128,4.8264186986,4.5567628379,4.4814205463,3.9683073528,3.6641594664,3.366124106,1.2156437109,1.1177607499,1.8038727327,4.3968150037,5.0545752287,3.4559985282,2.2081188547,1.5215199894,1.2739154279,2.3825252717,0.7866843448,0.673013514,1.0209001788,1.4436637449,2.429692051
"Washington","OE",6724540,7705281,6724540,7705267,22246,86686,86714,87241,87387,88772,89751,89724,87338,87950,21105,82602,83874,82523,11850,49814,49426,51309,51278,53852,54708,56062,57709,58587,15173,64924,70848,67663,2318,27417,11981,12018,24456,41599,67523,64310,47153,37476,11889,-15418,-4692,-15276,5863,19442,21495,18984,30216,32397,28294,30369,23609,24103,673,13996,37322,28919,10396,36872,37288,35932,36109,34920,35043,33662,29629,29363,5932,17678,13026,14860,8181,46859,33476,31002,54672,73996,95817,94679,70762,61579,12562,-1422,32630,13643,18290,83797,70431,66927,90670,109002,131114,128591,100507,91024,19299,16867,43044,28403,6742830,6826627,6897058,6963985,7054655,7163657,7294771,7423362,7523869,7614893,7724566,7741433,7784477,7812880,12.776635056,12.637130625,12.587941614,12.46725788,12.486995643,12.415042631,12.192307272,11.686177861,11.619179957,10.681754215,10.804390854,10.581664573,7.3420771369,7.2030216374,7.4033389839,7.3156882551,7.5750201571,7.567627684,7.6180857993,7.7216977512,7.7399988189,8.3957072543,9.1264215753,8.6762135405,4.0409870491,1.7460324978,1.7340686412,3.4890688398,5.851468163,9.3402961926,8.7388801283,6.3092622306,4.9509992957,-1.993792965,-0.604409017,-1.958793403,-287,66,-333,-7,-111,86,254,250,116,82,805,611,-2612,-100,2.8655531316,3.1325405676,2.7391878086,4.3108318639,4.5570810375,3.9138418091,4.1267462388,3.1589797468,3.1842762308,1.8099057164,4.8077053132,3.7081923559,5.4345579193,5.4341089875,5.1846026306,5.1515696244,4.9119754863,4.8474149472,4.5742214722,3.9644801101,3.8791811378,2.2860469602,1.6779692785,1.9054510325,6.9065401806,4.8785730655,4.4732564497,7.7999007036,10.4085492,13.254138002,12.865626367,9.4682419774,8.1352755265,-0.183887248,4.2032962963,1.7493989527
"West Virginia","OE",1852994,1793716,1853018,1793713,5100,20465,20667,20923,20574,20083,19411,18870,18251,17888,4296,17056,17100,17263,5228,21901,21494,22248,21655,22759,22459,23142,22822,22567,5871,27613,30006,25929,1323,1670,656,-2157,-4288,-5981,-9053,-10134,-7987,-7073,-813,2878,414,3595,81,1857,882,625,992,1271,1099,400,-132,-349,36,727,1792,1101,-128,-1436,-827,-1325,-1081,-2676,-3048,-4272,-4571,-4679,-1575,-10557,-12906,-8666,1404,3527,1538,-1532,-3296,-4710,-7954,-9734,-8119,-7422,-777,3605,2206,4696,1221,2062,571,-2958,-4425,-7439,-11027,-14019,-12713,-12144,-2151,-6313,-11214,-3964,1854239,1856301,1856872,1853914,1849489,1842050,1831023,1817004,1804291,1792147,1791562,1785249,1774035,1770071,11.030739461,11.131719422,11.27685617,11.110862091,10.880556863,10.569351603,10.345318168,10.079819512,9.9476203955,9.5369869976,9.6086741041,9.7418079482,11.804750791,11.577160558,11.990990588,11.694649489,12.330358693,12.228997355,12.687406097,12.604330771,12.549639393,15.440010669,16.860694454,14.632180866,0.9001385243,0.3533366207,-1.162556935,-2.315708012,-3.240382941,-4.929387464,-5.555879932,-4.411129168,-3.933336262,1.6092547244,0.2326310573,2.0287203599,-55,-29,-140,-101,-48,-53,-25,-13,-23,-43,201,639,-514,6,1.0009324788,0.4750653956,0.3368558575,0.5357234954,0.6886016916,0.5984090161,0.2192966225,-0.072902097,-0.194080921,0.4065073609,1.0069440933,0.6213132451,-0.77401133,-0.445441136,-0.714134418,-0.583787398,-1.449801831,-1.659645752,-2.342087929,-2.524511259,-2.602018998,-5.903023671,-7.25202035,-4.890372918,1.9010710031,0.8284020163,-0.825701078,-1.779984517,-2.551781249,-4.330978448,-5.336583309,-4.484031265,-4.127417183,2.0157620853,1.2395751505,2.6500336051
"Wisconsin","OE",5686986,5893718,5687285,5893713,17554,67797,67659,66892,67061,67156,66803,65943,64194,63712,15554,60034,60702,59839,11770,48474,47862,50037,49334,51244,51341,52403,51254,50393,14171,61983,63601,58692,-3437,-8377,-10462,-7458,-10025,-15083,-11395,-3460,-871,-1438,13,-19290,7392,5648,1151,3948,5692,7838,7604,8931,7770,7680,5296,3341,215,3189,7906,13653,5784,19323,19797,16855,17727,15912,15462,13540,12940,13319,1383,-1949,-2899,1147,-2286,-4429,-4770,380,-2421,-6152,-3625,4220,4425,1903,228,-16101,15298,19301,3190,14813,14672,16794,14771,9415,11688,17558,17220,15028,2987,-16722,10565,20412,5690475,5705288,5719960,5736754,5751525,5760940,5772628,5790186,5807406,5822434,5896700,5879978,5890543,5910955,11.898632852,11.843769168,11.67734483,11.674681647,11.666658704,11.584099561,11.406047006,11.070229061,10.956642568,10.19540485,10.314241825,10.140916009,8.5073724331,8.3782864057,8.7349653662,8.5885797168,8.902350626,8.9028824385,9.0640565523,8.8387313504,8.6661553383,10.526398022,10.806828347,9.9465339061,-1.470195545,-1.831382566,-1.301943995,-1.745257057,-2.620290268,-1.975971356,-0.598470234,-0.150203594,-0.24729489,-3.275966278,1.2560191686,0.9571666241,-308,-81,-355,-441,-535,-345,-149,-202,-145,-194,1376,1328,-1834,-36,0.6928891027,0.9963897501,1.3682806431,1.3237840063,1.5515356616,1.3473714292,1.3283963575,0.9132930353,0.5745564857,0.5415788731,1.3433559993,2.313774065,3.3912604185,3.4654827624,2.9423794641,3.0861019305,2.7643080782,2.6812171221,2.3419904532,2.2314977109,2.2904872294,-0.330993171,-0.492586522,0.194382103,-0.777306443,-0.834992816,0.0663366477,-0.421473051,-1.068754606,-0.628599927,0.7299261235,0.7630894413,0.327261596,-2.734387405,2.5993751678,3.2709406891
