"","Province_State","Week","MMWRyear","MMWRweek","MMWRday","Doses_admin_yf","Total_additional_doses_yf","People_at_least_one_dose_yf","People_fully_vaccinated_yf","Doses_admin_yf_daily","Total_additional_doses_yf_daily","People_at_least_one_dose_yf_daily","People_fully_vaccinated_yf_daily"
"294","Alaska",2022-01-30,2021,31,1,1067966,175450,497274,437138,2386,8433,1484,10736
"295","Alaska",2022-02-06,2021,32,1,1072426,178195,498884,438482,4459,2745,1610,1344
"296","Alaska",2022-02-13,2021,33,1,1090290,180433,499998,444604,17864,2238,1114,6122
"297","Alaska",2022-02-20,2021,34,1,1093812,181929,500886,445545,3522,1496,888,941
"298","Alaska",2022-02-27,2021,35,1,1098214,183805,502070,446744,4402,1876,1184,1199
"299","Alaska",2022-03-06,2021,36,1,1106583,187532,504144,449023,8369,3727,2074,2279
"300","Alaska",2022-03-13,2021,37,1,1108238,188137,504638,449438,1655,605,494,415
"301","Alaska",2022-03-20,2021,38,1,1112963,190009,505818,450649,4725,1872,1180,1211
"302","Alaska",2022-03-27,2021,39,1,1116746,191314,506738,451464,3783,1305,920,815
"303","Alaska",2022-04-03,2021,40,1,1124352,192872,507826,452485,7606,1558,1088,1021
"304","Alaska",2022-04-10,2021,41,1,1132561,194241,508773,453291,8209,1369,947,806
"305","Alaska",2022-04-17,2021,42,1,1139041,195468,509738,454981,6480,1227,965,1690
"306","Alaska",2022-04-24,2021,43,1,1143412,196314,510342,455474,4371,846,604,493
"307","Alaska",2022-05-01,2021,44,1,1149073,197468,510989,456139,5661,1154,647,665
"308","Alaska",2022-05-08,2021,45,1,1153223,200018,510989,457403,4150,2550,0,1264
"309","Alaska",2022-05-15,2021,46,1,1156805,200669,511321,457897,3582,651,331,494
"310","Alaska",2022-05-22,2021,47,1,1161268,201696,512041,458455,4463,1027,720,558
"311","Alaska",2022-05-29,2021,48,1,1165692,202787,512778,459113,4424,1091,737,658
"312","Alaska",2022-06-05,2021,49,1,1168528,203598,513198,459479,2836,811,420,366
"313","Alaska",2022-06-12,2021,50,1,1171773,204412,513559,459479,3245,814,361,0
"314","Alaska",2022-06-19,2021,51,1,1174116,205037,513906,459479,2343,625,347,0
"315","Alaska",2022-06-26,2021,52,1,1174755,210388,516760,459479,639,5351,2854,0
"316","Alaska",2022-07-03,2022,1,1,1178111,211172,517683,459479,3356,784,923,0
"317","Alaska",2022-07-10,2022,2,1,1181814,212459,518415,459677,3703,1287,732,197
"318","Alaska",2022-07-17,2022,3,1,1186419,213516,519269,460198,4605,1057,854,521
"319","Alaska",2022-07-24,2022,4,1,1189864,214302,519899,460681,3445,786,630,483
"320","Alaska",2022-07-31,2022,5,1,1193878,215249,520599,461227,4014,947,700,546
"321","Alaska",2022-08-07,2022,6,1,1197172,216145,521311,462264,3294,896,712,1037
"322","Alaska",2022-08-14,2022,7,1,1197356,216206,521401,462322,184,61,90,58
"323","Alaska",2022-08-21,2022,8,1,1202497,217771,522459,463165,5141,1565,1058,843
"324","Alaska",2022-08-28,2022,9,1,1204769,218419,523022,463588,2272,648,563,423
"325","Alaska",2022-09-04,2022,10,1,1204887,218463,523065,463635,118,44,43,47
"326","Alaska",2022-09-11,2022,11,1,1209093,219110,523872,464318,4206,647,807,683
"327","Alaska",2022-09-18,2022,12,1,1216011,219741,524501,464887,6918,631,629,569
"328","Alaska",2022-09-25,2022,13,1,1224705,220577,525140,465463,8694,836,639,576
"329","Alaska",2022-10-02,2022,14,1,1235188,223464,525291,470217,10483,2887,151,4754
"330","Alaska",2022-10-09,2022,15,1,1244818,224572,526106,470782,9630,1108,815,565
"331","Alaska",2022-10-16,2022,16,1,1253333,225499,526817,471305,8515,927,711,523
"332","Alaska",2022-10-23,2022,17,1,1262205,226479,527596,471828,8872,980,779,523
"333","Alaska",2022-10-30,2022,18,1,1269692,227552,528402,472496,7487,1073,806,668
"334","Alaska",2022-11-06,2022,19,1,1276350,228466,529086,472947,6658,914,684,451
"335","Alaska",2022-11-13,2022,20,1,1282694,229358,529764,473409,6344,892,678,462
"336","Alaska",2022-11-20,2022,21,1,1287892,230120,530299,473778,5198,762,535,369
"337","Alaska",2022-11-27,2022,22,1,1291050,230640,530653,474042,3158,520,354,264
"338","Alaska",2022-12-04,2022,23,1,1295275,231325,531132,474396,4225,685,479,354
"339","Alaska",2022-12-11,2022,24,1,1298410,231882,531514,474689,3135,557,382,293
"340","Alaska",2022-12-18,2022,25,1,1301634,232386,531886,474925,3224,504,372,236
"341","Alaska",2022-12-25,2022,26,1,1303955,232802,532210,475125,2321,416,324,200
"342","Alaska",2023-01-01,2022,27,1,1306133,233157,532458,475305,2178,355,248,180
"343","Alaska",2023-01-08,2022,28,1,1308299,233575,532770,475494,2166,418,312,189
"344","Alaska",2023-01-15,2022,29,1,1311019,234053,533079,475721,2720,478,309,227
"345","Alaska",2023-01-22,2022,30,1,1312597,234385,533323,475873,1578,332,244,152
"346","Alaska",2023-01-29,2022,31,1,1314171,234720,533555,476024,1574,335,232,151
"347","Alaska",2023-02-05,2022,32,1,1315549,235039,533783,476182,1378,319,228,158
"348","Alaska",2023-02-12,2022,33,1,1316657,235274,533981,476305,1108,235,198,123
"349","Alaska",2023-02-19,2022,34,1,1318018,235557,534252,476463,1361,283,271,158
"350","Alaska",2023-02-26,2022,35,1,1318755,235728,534386,476567,737,171,134,104
"351","Alaska",2023-03-05,2022,36,1,1318755,235728,534386,476567,0,0,0,0
"352","Arizona",2020-12-13,2020,25,1,3,0,0,0,3,0,0,0
"353","Arizona",2020-12-20,2020,26,1,22525,0,0,0,22522,0,0,0
"354","Arizona",2020-12-27,2020,27,1,52652,0,0,0,30127,0,0,0
"355","Arizona",2021-01-03,2020,27,1,106287,0,0,0,53635,0,0,0
"356","Arizona",2021-01-10,2020,28,1,197086,0,0,0,90799,0,0,0
"357","Arizona",2021-01-17,2020,29,1,329349,0,0,0,132263,0,0,0
"358","Arizona",2021-01-24,2020,30,1,521097,0,0,0,191748,0,0,0
"359","Arizona",2021-01-31,2020,31,1,719458,0,0,0,198361,0,0,0
"360","Arizona",2021-02-07,2020,32,1,990296,0,0,0,270838,0,0,0
"361","Arizona",2021-02-14,2020,33,1,1376405,0,1011456,0,386109,0,1011456,0
"362","Arizona",2021-02-21,2020,34,1,1671294,0,1168054,0,294889,0,156598,0
"363","Arizona",2021-02-28,2020,35,1,2038623,0,1325003,658222,367329,0,156949,658222
"364","Arizona",2021-03-07,2020,36,1,2418267,0,1529482,826020,379644,0,204479,167798
"365","Arizona",2021-03-14,2020,37,1,2760907,0,1720172,981650,342640,0,190690,155630
"366","Arizona",2021-03-21,2020,38,1,3169061,0,1983569,1129146,408154,0,263397,147496
"367","Arizona",2021-03-28,2020,39,1,3581448,0,2235527,1298327,412387,0,251958,169181
"368","Arizona",2021-04-04,2020,40,1,3975606,0,2452911,1495431,394158,0,217384,197104
"369","Arizona",2021-04-11,2020,41,1,4366496,0,2663248,1702622,390890,0,210337,207191
"370","Arizona",2021-04-18,2020,42,1,4750108,0,2832476,1918341,383612,0,169228,215719
"371","Arizona",2021-04-25,2020,43,1,5070403,0,2960823,2106896,320295,0,128347,188555
"372","Arizona",2021-05-02,2020,44,1,5301083,0,3053333,2248015,230680,0,92510,141119
"373","Arizona",2021-05-09,2020,45,1,5521396,0,3142269,2396726,220313,0,88936,148711
"374","Arizona",2021-05-16,2020,46,1,5718183,0,3240593,2498817,196787,0,98324,102091
"375","Arizona",2021-05-23,2020,47,1,5906194,0,3339450,2592689,188011,0,98857,93872
"376","Arizona",2021-05-30,2020,48,1,6015930,0,3396807,2648659,109736,0,57357,55970
"377","Arizona",2021-06-06,2020,49,1,6150227,0,3458651,2723480,134297,0,61844,74821
"378","Arizona",2021-06-13,2020,50,1,6311129,0,3526830,2819329,160902,0,68179,95849
"379","Arizona",2021-06-20,2020,51,1,6410375,0,3574736,2874155,99246,0,47906,54826
"380","Arizona",2021-06-27,2020,52,1,6781580,0,3683827,3147844,371205,0,109091,273689
"381","Arizona",2021-07-04,2021,1,1,6856821,0,3721733,3188969,75241,0,37906,41125
"382","Arizona",2021-07-11,2021,2,1,6930887,0,3758455,3228012,74066,0,36722,39043
"383","Arizona",2021-07-18,2021,3,1,7001414,0,3798435,3259542,70527,0,39980,31530
"384","Arizona",2021-07-25,2021,4,1,7085856,0,3853257,3289110,84442,0,54822,29568
"385","Arizona",2021-08-01,2021,5,1,7182354,0,3916686,3322203,96498,0,63429,33093
"386","Arizona",2021-08-08,2021,6,1,7284228,0,3980872,3360537,101874,0,64186,38334
"387","Arizona",2021-08-15,2021,7,1,7395732,0,4040296,3408714,111504,0,59424,48177
"388","Arizona",2021-08-22,2021,8,1,7508553,0,4094831,3457097,112821,0,54535,48383
"389","Arizona",2021-08-29,2021,9,1,7855715,0,4165994,3561672,347162,0,71163,104575
"390","Arizona",2021-09-05,2021,10,1,7942312,0,4205103,3600809,86597,0,39109,39137
"391","Arizona",2021-09-12,2021,11,1,8045806,0,4252340,3647534,103494,0,47237,46725
"392","Arizona",2021-09-19,2021,12,1,8132315,0,4289019,3689138,86509,0,36679,41604
"393","Arizona",2021-09-26,2021,13,1,8230420,0,4320252,3722711,98105,0,31233,33573
"394","Arizona",2021-10-03,2021,14,1,8370474,0,4355944,3762179,140054,0,35692,39468
"395","Arizona",2021-10-10,2021,15,1,8483111,0,4385129,3793586,112637,0,29185,31407
"396","Arizona",2021-10-17,2021,16,1,8602398,246563,4422905,3829511,119287,246563,37776,35925
"397","Arizona",2021-10-24,2021,17,1,8757052,331037,4448736,3856438,154654,84474,25831,26927
"398","Arizona",2021-10-31,2021,18,1,8913486,424882,4478629,3884433,156434,93845,29893,27995
"399","Arizona",2021-11-07,2021,19,1,9073078,514761,4516409,3910930,159592,89879,37780,26497
"400","Arizona",2021-11-14,2021,20,1,9311244,631210,4594595,3943778,238166,116449,78186,32848
"401","Arizona",2021-11-21,2021,21,1,9458251,707024,4641772,3961885,147007,75814,47177,18107
"402","Arizona",2021-11-28,2021,22,1,9700701,832455,4709133,4001730,242450,125431,67361,39845
"403","Arizona",2021-12-05,2021,23,1,9951733,959980,4766037,4051274,251032,127525,56904,49544
"404","Arizona",2021-12-12,2021,24,1,10170701,1071940,4816621,4096251,218968,111960,50584,44977
"405","Arizona",2021-12-19,2021,25,1,10379840,1186267,4869195,4130432,209139,114327,52574,34181
"406","Arizona",2021-12-26,2021,26,1,10525237,1262893,4907791,4155417,145397,76626,38596,24985
"407","Arizona",2022-01-02,2021,27,1,10668810,1337127,4946156,4181056,143573,74234,38365,25639
"408","Arizona",2022-01-09,2021,28,1,10846393,1429520,4994151,4211855,177583,92393,47995,30799
"409","Arizona",2022-01-16,2021,29,1,10994834,1506664,5055783,4247589,148441,77144,61632,35734
"410","Arizona",2022-01-23,2021,30,1,11126174,1572878,5090519,4270969,131340,66214,34736,23380
"411","Arizona",2022-01-30,2021,31,1,11244139,1626814,5122800,4296971,117965,53936,32281,26002
"412","Arizona",2022-02-06,2021,32,1,11351573,1667456,5155666,4325696,107434,40642,32866,28725
"413","Arizona",2022-02-13,2021,33,1,11455039,1696918,5177931,4348950,103466,29462,22265,23254
"414","Arizona",2022-02-20,2021,34,1,11520120,1720882,5195150,4367798,65081,23964,17219,18848
"415","Arizona",2022-02-27,2021,35,1,11578473,1742632,5210343,4384039,58353,21750,15193,16241
"416","Arizona",2022-03-06,2021,36,1,11624404,1758949,5222421,4396493,45931,16317,12078,12454
"417","Arizona",2022-03-13,2021,37,1,11669946,1774595,5235423,4408271,45542,15646,13002,11778
"418","Arizona",2022-03-20,2021,38,1,11735111,1793141,5252910,4427708,65165,18546,17487,19437
"419","Arizona",2022-03-27,2021,39,1,11772372,1805048,5261232,4435616,37261,11907,8322,7908
"420","Arizona",2022-04-03,2021,40,1,11856663,1823171,5272354,4445621,84291,18123,11122,10005
"421","Arizona",2022-04-10,2021,41,1,11946530,1840578,5284354,4455405,89867,17407,12000,9784
"422","Arizona",2022-04-17,2021,42,1,12042617,1859431,5303162,4471141,96087,18853,18808,15736
"423","Arizona",2022-04-24,2021,43,1,12113170,1873419,5314111,4479487,70553,13988,10949,8346
"424","Arizona",2022-05-01,2021,44,1,12177912,1886146,5323179,4487083,64742,12727,9068,7596
"425","Arizona",2022-05-08,2021,45,1,12239803,1899094,5333216,4495643,61891,12948,10037,8560
"426","Arizona",2022-05-15,2021,46,1,12290881,1909640,5341432,4501651,51078,10546,8216,6008
"427","Arizona",2022-05-22,2021,47,1,12368792,1924608,5355713,4510474,77911,14968,14281,8823
"428","Arizona",2022-05-29,2021,48,1,12416654,1936147,5363264,4516435,47862,11539,7551,5961
"429","Arizona",2022-06-05,2021,49,1,12466832,1948208,5371561,4522961,50178,12061,8297,6526
"430","Arizona",2022-06-12,2021,50,1,12537556,1964528,5385348,4532807,70724,16320,13787,9846
"431","Arizona",2022-06-19,2021,51,1,12571989,1972905,5391905,4537773,34433,8377,6557,4966
"432","Arizona",2022-06-26,2021,52,1,12594442,1990214,5405629,4542413,22453,17309,13724,4640
"433","Arizona",2022-07-03,2022,1,1,12628387,1998087,5414244,4546868,33945,7873,8615,4455
"434","Arizona",2022-07-10,2022,2,1,12668515,2007948,5424151,4552363,40128,9861,9907,5495
"435","Arizona",2022-07-17,2022,3,1,12727134,2020735,5438658,4559893,58619,12787,14507,7530
"436","Arizona",2022-07-24,2022,4,1,12777222,2032455,5449440,4565851,50088,11720,10782,5958
"437","Arizona",2022-07-31,2022,5,1,12824074,2043195,5459630,4571420,46852,10740,10190,5569
"438","Arizona",2022-08-07,2022,6,1,12860387,2051351,5468780,4578264,36313,8156,9150,6844
"439","Arizona",2022-08-14,2022,7,1,12903575,2060413,5480271,4585461,43188,9062,11491,7197
"440","Arizona",2022-08-21,2022,8,1,12930773,2066218,5487173,4590180,27198,5805,6902,4719
"441","Arizona",2022-08-28,2022,9,1,12956613,2071645,5493903,4594484,25840,5427,6730,4304
"442","Arizona",2022-09-04,2022,10,1,12971347,2074232,5498206,4597005,14734,2587,4303,2521
"443","Arizona",2022-09-11,2022,11,1,13030381,2081599,5505897,4603177,59034,7367,7691,6172
"444","Arizona",2022-09-18,2022,12,1,13115748,2092122,5517712,4611968,85367,10523,11815,8791
"445","Arizona",2022-09-25,2022,13,1,13195927,2101781,5526524,4618890,80179,9659,8812,6922
"446","Arizona",2022-10-02,2022,14,1,13285173,2113669,5535725,4628703,89246,11888,9201,9813
"447","Arizona",2022-10-09,2022,15,1,13368337,2124372,5544593,4635968,83164,10703,8868,7265
"448","Arizona",2022-10-16,2022,16,1,13468387,2137236,5555729,4644862,100050,12864,11136,8894
"449","Arizona",2022-10-23,2022,17,1,13553789,2148260,5555729,4651521,85402,11024,0,6659
"450","Arizona",2022-10-30,2022,18,1,13840320,2312574,5555729,4754039,286531,164314,0,102518
"451","Arizona",2022-11-06,2022,19,1,13913486,2321602,5555729,4759250,73166,9028,0,5211
"452","Arizona",2022-11-13,2022,20,1,14005892,2333394,5565776,4766032,92406,11792,10047,6782
"453","Arizona",2022-11-20,2022,21,1,14067170,2341266,5574166,4770432,61278,7872,8390,4400
"454","Arizona",2022-11-27,2022,22,1,14108389,2346592,5579783,4773539,41219,5326,5617,3107
"455","Arizona",2022-12-04,2022,23,1,14161294,2353283,5586984,4777579,52905,6691,7201,4040
"456","Arizona",2022-12-11,2022,24,1,14213710,2360325,5594106,4781526,52416,7042,7122,3947
"457","Arizona",2022-12-18,2022,25,1,14277631,2368742,5605591,4786226,63921,8417,11485,4700
"458","Arizona",2022-12-25,2022,26,1,14302488,2372435,5610927,4788266,24857,3693,5336,2040
"459","Arizona",2023-01-01,2022,27,1,14325594,2375795,5615822,4790236,23106,3360,4895,1970
"460","Arizona",2023-01-08,2022,28,1,14363096,2381103,5622037,4793208,37502,5308,6215,2972
"461","Arizona",2023-01-15,2022,29,1,14396990,2386060,5629479,4796395,33894,4957,7442,3187
"462","Arizona",2023-01-22,2022,30,1,14418121,2389214,5633717,4798372,21131,3154,4238,1977
"463","Arizona",2023-01-29,2022,31,1,14435516,2391979,5637681,4800233,17395,2765,3964,1861
"464","Arizona",2023-02-05,2022,32,1,14449773,2394240,5641418,4801686,14257,2261,3737,1453
"465","Arizona",2023-02-12,2022,33,1,14465675,2397276,5645008,4803643,15902,3036,3590,1957
"466","Arizona",2023-02-19,2022,34,1,14514535,2400513,5668139,4808408,48860,3237,23131,4765
"467","Arizona",2023-02-26,2022,35,1,14526275,2402447,5671089,4809730,11740,1934,2950,1322
"468","Arizona",2023-03-05,2022,36,1,14526275,2402447,5671089,4809730,0,0,0,0
"469","Arkansas",2020-12-13,2020,25,1,1514,0,0,0,1514,0,0,0
"470","Arkansas",2020-12-20,2020,26,1,24796,0,0,0,23282,0,0,0
"471","Arkansas",2020-12-27,2020,27,1,37537,0,0,0,12741,0,0,0
"472","Arkansas",2021-01-03,2020,27,1,40879,0,0,0,3342,0,0,0
"473","Arkansas",2021-01-10,2020,28,1,125849,0,0,0,84970,0,0,0
"474","Arkansas",2021-01-17,2020,29,1,201676,0,0,0,75827,0,0,0
"475","Arkansas",2021-01-24,2020,30,1,269993,0,0,0,68317,0,0,0
"476","Arkansas",2021-01-31,2020,31,1,351175,0,0,0,81182,0,0,0
"477","Arkansas",2021-02-07,2020,32,1,447146,0,0,0,95971,0,0,0
"478","Arkansas",2021-02-14,2020,33,1,517271,0,363442,0,70125,0,363442,0
"479","Arkansas",2021-02-21,2020,34,1,597990,0,394906,0,80719,0,31464,0
"480","Arkansas",2021-02-28,2020,35,1,723756,0,464641,257368,125766,0,69735,257368
"481","Arkansas",2021-03-07,2020,36,1,836608,0,541936,297193,112852,0,77295,39825
"482","Arkansas",2021-03-14,2020,37,1,952919,0,635565,330804,116311,0,93629,33611
"483","Arkansas",2021-03-21,2020,38,1,1086176,0,730820,376230,133257,0,95255,45426
"484","Arkansas",2021-03-28,2020,39,1,1244076,0,822604,449549,157900,0,91784,73319
"485","Arkansas",2021-04-04,2020,40,1,1405741,0,911997,533220,161665,0,89393,83671
"486","Arkansas",2021-04-11,2020,41,1,1561736,0,989656,621708,155995,0,77659,88488
"487","Arkansas",2021-04-18,2020,42,1,1688238,0,1039897,698740,126502,0,50241,77032
"488","Arkansas",2021-04-25,2020,43,1,1787295,0,1071773,765888,99057,0,31876,67148
"489","Arkansas",2021-05-02,2020,44,1,1872359,0,1098559,820992,85064,0,26786,55104
"490","Arkansas",2021-05-09,2020,45,1,1938998,0,1122780,866686,66639,0,24221,45694
"491","Arkansas",2021-05-16,2020,46,1,2002891,0,1154071,901190,63893,0,31291,34504
"492","Arkansas",2021-05-23,2020,47,1,2058874,0,1183172,929962,55983,0,29101,28772
"493","Arkansas",2021-05-30,2020,48,1,2095644,0,1202166,950289,36770,0,18994,20327
"494","Arkansas",2021-06-06,2020,49,1,2130617,0,1218577,969875,34973,0,16411,19586
"495","Arkansas",2021-06-13,2020,50,1,2173705,0,1236370,997306,43088,0,17793,27431
"496","Arkansas",2021-06-20,2020,51,1,2206228,0,1251436,1015919,32523,0,15066,18613
"497","Arkansas",2021-06-27,2020,52,1,2247070,0,1272492,1036697,40842,0,21056,20778
"498","Arkansas",2021-07-04,2021,1,1,2274808,0,1289373,1049127,27738,0,16881,12430
"499","Arkansas",2021-07-11,2021,2,1,2310080,0,1313033,1062254,35272,0,23660,13127
"500","Arkansas",2021-07-18,2021,3,1,2363840,0,1352937,1077347,53760,0,39904,15093
"501","Arkansas",2021-07-25,2021,4,1,2432736,0,1405459,1095214,68896,0,52522,17867
"502","Arkansas",2021-08-01,2021,5,1,2520966,0,1465389,1125427,88230,0,59930,30213
"503","Arkansas",2021-08-08,2021,6,1,2595068,0,1513243,1152458,74102,0,47854,27031
"504","Arkansas",2021-08-15,2021,7,1,2675246,0,1555389,1188495,80178,0,42146,36037
"505","Arkansas",2021-08-22,2021,8,1,2759343,0,1591251,1232385,84097,0,35862,43890
"506","Arkansas",2021-08-29,2021,9,1,2834345,0,1619513,1274641,75002,0,28262,42256
"507","Arkansas",2021-09-05,2021,10,1,2890656,0,1639387,1307990,56311,0,19874,33349
