"Province_State","Week","MMWRyear","MMWRweek","MMWRday","Population_Estimate","Deaths_yf","Confirmed_Cases_yf","Deaths_Daily","Confirmed_Cases_Daily"
"Midwest Region",2020-10-11,2020,16,1,68969794,35928,1581219,1430,129517
"Midwest Region",2020-10-18,2020,17,1,68969794,37829,1752058,1901,170839
"Midwest Region",2020-10-25,2020,18,1,68969794,39821,1965832,1992,213774
"Midwest Region",2020-11-01,2020,19,1,68969794,42245,2269655,2424,303823
"Midwest Region",2020-11-08,2020,20,1,68969794,45294,2694195,3049,424540
"Midwest Region",2020-11-15,2020,21,1,68969794,49515,3133538,4221,439343
"Midwest Region",2020-11-22,2020,22,1,68969794,54029,3516478,4514,382940
"Midwest Region",2020-11-29,2020,23,1,68969794,60148,3898972,6119,382494
"Midwest Region",2020-12-06,2020,24,1,68969794,66666,4264334,6518,365362
"Midwest Region",2020-12-13,2020,25,1,68969794,72857,4558723,6191,294389
"Midwest Region",2020-12-20,2020,26,1,68969794,77848,4778481,4991,219758
"Midwest Region",2020-12-27,2020,27,1,68969794,82773,5015452,4925,236971
"Midwest Region",2021-01-03,2020,27,1,68850246,87772,5289283,4999,273831
"Midwest Region",2021-01-10,2020,28,1,68850246,92178,5510522,4406,221239
"Midwest Region",2021-01-17,2020,29,1,68850246,95671,5685246,3493,174724
"Midwest Region",2021-01-24,2020,30,1,68850246,98602.4,5826626,2931.4,141380
"Midwest Region",2021-01-31,2020,31,1,68850246,101923,5939795,3320.6,113169
"Midwest Region",2021-02-07,2020,32,1,68850246,104344,6027865,2421,88070
"Midwest Region",2021-02-14,2020,33,1,68850246,106286,6096698,1942,68833
"Midwest Region",2021-02-21,2020,34,1,68850246,107918.5,6165905,1632.5,69207
"Midwest Region",2021-02-28,2020,35,1,68850246,109320.05,6228373,1401.55,62468
"Midwest Region",2021-03-07,2020,36,1,68850246,110451.6,6292082,1131.55,63709
"Midwest Region",2021-03-14,2020,37,1,68850246,111153,6365734,701.4,73652
"Midwest Region",2021-03-21,2020,38,1,68850246,111975.909090909,6459849,822.909090909091,94115
"Midwest Region",2021-03-28,2020,39,1,68850246,112827.409090909,6576217,851.5,116368
"Midwest Region",2021-04-04,2020,40,1,68850246,113685.436363636,6705543.71428571,858.027272727273,129326.714285714
"Midwest Region",2021-04-11,2020,41,1,68850246,114693.636363636,6835188.71428571,1008.2,129645
"Midwest Region",2021-04-18,2020,42,1,68850246,115838.333333333,6937343,1144.69696969697,102154.285714286
"Midwest Region",2021-04-25,2020,43,1,68850246,117057.416666667,7030666,1219.08333333333,93323
"Midwest Region",2021-05-02,2020,44,1,68850246,118262.2,7108429,1204.78333333333,77763
"Midwest Region",2021-05-09,2020,45,1,68850246,119296.37037037,7166165,1034.17037037037,57736
"Midwest Region",2021-05-16,2020,46,1,68850246,120370.37037037,7211504,1074,45339
"Midwest Region",2021-05-23,2020,47,1,68850246,121217.37037037,7242502,847,30998
"Midwest Region",2021-05-30,2020,48,1,68850246,121988.87037037,7262498,771.5,19996
"Midwest Region",2021-06-06,2020,49,1,68850246,122682,7279734,693.12962962963,17236
"Midwest Region",2021-06-13,2020,50,1,68850246,123110.6,7293855,428.6,14121
"Midwest Region",2021-06-20,2020,51,1,68850246,123511.666666667,7308229,401.066666666668,14374
"Midwest Region",2021-06-27,2020,52,1,68850246,123879.8,7324982,368.133333333331,16753
"Midwest Region",2021-07-04,2021,1,1,68850246,124202.666666667,7347970,322.866666666669,22988
"Midwest Region",2021-07-11,2021,2,1,68850246,124558.5,7380294,355.833333333332,32324
"Midwest Region",2021-07-18,2021,3,1,68850246,124896.976190476,7427757,338.476190476191,47463
"Midwest Region",2021-07-25,2021,4,1,68850246,125316.476190476,7495160,419.499999999999,67403
"Midwest Region",2021-08-01,2021,5,1,68850246,125811.483333333,7588086,495.007142857143,92926
"Midwest Region",2021-08-08,2021,6,1,68850246,126539.416666667,7706399,727.933333333332,118313
"Midwest Region",2021-08-15,2021,7,1,68850246,127475,7842098,935.583333333334,135699
"Midwest Region",2021-08-22,2021,8,1,68850246,128671,8003923,1196,161825
"Midwest Region",2021-08-29,2021,9,1,68850246,130067.25,8196104,1396.25,192181
"Midwest Region",2021-09-05,2021,10,1,68850246,131620,8382391,1552.75,186287
"Midwest Region",2021-09-12,2021,11,1,68850246,133526,8587463,1906,205072
"Midwest Region",2021-09-19,2021,12,1,68850246,135640,8776957,2114,189494
"Midwest Region",2021-09-26,2021,13,1,68850246,138092.666666667,8958266,2452.66666666667,181309
"Midwest Region",2021-10-03,2021,14,1,68850246,140114,9133697,2021.33333333333,175431
"Midwest Region",2021-10-10,2021,15,1,68850246,142137,9297512,2023,163815
"Midwest Region",2021-10-17,2021,16,1,68850246,144077.666666667,9431701,1940.66666666667,134189
"Midwest Region",2021-10-24,2021,17,1,68850246,146157,9575401,2079.33333333333,143700
"Midwest Region",2021-10-31,2021,18,1,68850246,148014,9741337,1857,165936
"Midwest Region",2021-11-07,2021,19,1,68850246,149822.4,9937312,1808.4,195975
"Midwest Region",2021-11-14,2021,20,1,68850246,151825.8,10186891,2003.4,249579
"Midwest Region",2021-11-21,2021,21,1,68850246,153589,10367847,1763.2,180956
"Midwest Region",2021-11-28,2021,22,1,68850246,159049,10702182,5460,334335
"Midwest Region",2021-12-05,2021,23,1,68850246,162250,10998609,3201,296427
"Midwest Region",2021-12-12,2021,24,1,68850246,165698,11303364,3448,304755
"Midwest Region",2021-12-19,2021,25,1,68850246,168758,11587296,3060,283932
"Midwest Region",2021-12-26,2021,26,1,68850246,171896,12066793,3138,479497
"Midwest Region",2022-01-02,2021,27,1,68783028,176288,12993048,4392,926255
"Midwest Region",2022-01-09,2021,28,1,68783028,180782.666666667,14027360,4494.66666666667,1034312
"Midwest Region",2022-01-16,2021,29,1,68783028,185322,15051601,4539.33333333333,1024241
"Midwest Region",2022-01-23,2021,30,1,68783028,189722,15767252,4400,715651
"Midwest Region",2022-01-30,2021,31,1,68783028,193725,16142258,4003,375006
"Midwest Region",2022-02-06,2021,32,1,68783028,196980,16335223,3255,192965
"Midwest Region",2022-02-13,2021,33,1,68783028,200119,16469436.6,3139,134213.6
"Midwest Region",2022-02-20,2021,34,1,68783028,202602,16542687,2483,73250.3999999999
"Midwest Region",2022-02-27,2021,35,1,68783028,204512.666666667,16617497,1910.66666666667,74810
"Midwest Region",2022-03-06,2021,36,1,68783028,206044,16653451,1531.33333333333,35954
"Midwest Region",2022-03-13,2021,37,1,68783028,207556.2,16681729,1512.2,28278
"Midwest Region",2022-03-20,2021,38,1,68783028,208597,16711171.7142857,1040.8,29442.7142857143
"Midwest Region",2022-03-27,2021,39,1,68783028,209576.75,16740047.625,979.75,28875.9107142857
"Midwest Region",2022-04-03,2021,40,1,68783028,210193,16773647,616.25,33599.375
"Midwest Region",2022-04-10,2021,41,1,68783028,210616,16815906,423,42259
"Midwest Region",2022-04-17,2021,42,1,68783028,211049,16876094,433,60188
"Midwest Region",2022-04-24,2021,43,1,68783028,211365.383333333,16957070,316.383333333335,80976
"Midwest Region",2022-05-01,2021,44,1,68783028,211699.621428571,17058219,334.238095238093,101149
"Midwest Region",2022-05-08,2021,45,1,68783028,212039.05,17195541.4285714,339.428571428572,137322.428571429
"Midwest Region",2022-05-15,2021,46,1,68783028,212583.2,17338942,544.150000000001,143400.571428571
"Midwest Region",2022-05-22,2021,47,1,68783028,213301,17475088.8,717.799999999999,136146.8
"Midwest Region",2022-05-29,2021,48,1,68783028,213666,17598066,365,122977.2
"Midwest Region",2022-06-05,2021,49,1,68783028,214154,17726686,488,128620
"Midwest Region",2022-06-12,2021,50,1,68783028,214594.5,17838746,440.5,112060
"Midwest Region",2022-06-19,2021,51,1,68783028,215080.8,17947134.6666667,486.3,108388.666666667
"Midwest Region",2022-06-26,2021,52,1,68783028,215563,18063668,482.2,116533.333333333
"Midwest Region",2022-07-03,2022,1,1,68783028,215939.125,18181618,376.125,117950
"Midwest Region",2022-07-10,2022,2,1,68783028,216425.125,18323761.3333333,486,142143.333333333
"Midwest Region",2022-07-17,2022,3,1,68783028,216946.125,18471204,521,147442.666666667
"Midwest Region",2022-07-24,2022,4,1,68783028,217477.125,18631104,531,159900
"Midwest Region",2022-07-31,2022,5,1,68783028,218010.125,18780052,533,148948
"Midwest Region",2022-08-07,2022,6,1,68783028,218704.157786885,18916957,694.032786885246,136905
"Midwest Region",2022-08-14,2022,7,1,68783028,219252.824453552,19050851,548.666666666668,133894
"Midwest Region",2022-08-21,2022,8,1,68783028,219867.157786885,19177629,614.333333333332,126778
"Midwest Region",2022-08-28,2022,9,1,68783028,220512.032786885,19304025,644.875,126396
"Midwest Region",2022-09-04,2022,10,1,68783028,221014.032786885,19406768,502,102743
"Midwest Region",2022-09-11,2022,11,1,68783028,221681.032786885,19505837,667,99069
"Midwest Region",2022-09-18,2022,12,1,68783028,222267.032786885,19590813,586,84976
"Midwest Region",2022-09-25,2022,13,1,68783028,223305.032786885,19657000.5306122,1038,66187.5306122449
"Midwest Region",2022-10-02,2022,14,1,68783028,223809.032786885,19718595.5306122,504,61595
"Midwest Region",2022-10-09,2022,15,1,68783028,224381.432786885,19777286.5306122,572.400000000001,58691
"Midwest Region",2022-10-16,2022,16,1,68783028,224921.699453552,19836929.0306122,540.266666666666,59642.5
"Midwest Region",2022-10-23,2022,17,1,68783028,225421.699453552,19898616.5306122,500,61687.5
"Midwest Region",2022-10-30,2022,18,1,68783028,225930.032786885,19966788.5306122,508.333333333333,68172
"Midwest Region",2022-11-06,2022,19,1,68783028,226516.032786885,20026976.5306122,586,60188
"Midwest Region",2022-11-13,2022,20,1,68783028,227080.032786885,20095087,564,68110.4693877551
"Midwest Region",2022-11-20,2022,21,1,68783028,227755.032786885,20156292,675,61205
"Midwest Region",2022-11-27,2022,22,1,68783028,228236.032786885,20242120,481,85828
"Midwest Region",2022-12-04,2022,23,1,68783028,229020,20339035,783.967213114754,96915
"Midwest Region",2022-12-11,2022,24,1,68783028,229687,20436952,667,97917
"Midwest Region",2022-12-18,2022,25,1,68783028,230291,20537247,604,100295
"Midwest Region",2022-12-25,2022,26,1,68783028,230790,20610552,499,73305
"Midwest Region",2023-01-01,2022,27,1,68909283,231421,20680676,631,70124
"Midwest Region",2023-01-08,2022,28,1,68909283,232379,20727927,958,47251
"Midwest Region",2023-01-15,2022,29,1,68909283,233261,20793602,882,65675
"Midwest Region",2023-01-22,2022,30,1,68909283,234080,20842412,819,48810
"Midwest Region",2023-01-29,2022,31,1,68909283,234724,20889845,644,47433
"Midwest Region",2023-02-05,2022,32,1,68909283,235319,20938223,595,48378
"Midwest Region",2023-02-12,2022,33,1,68909283,235786,20989270.8285714,467,51047.8285714287
"Midwest Region",2023-02-19,2022,34,1,68909283,236170,21040042,384,50771.1714285713
"Midwest Region",2023-02-26,2022,35,1,68909283,236674,21092109,504,52067
"Midwest Region",2023-03-05,2022,36,1,68909283,237114,21137682,440,45573
"West Region",2020-01-19,2019,30,1,78661381,0,1,0,1
"West Region",2020-01-26,2019,31,1,78661381,0,5,0,4
"West Region",2020-02-02,2019,32,1,78661381,0,8,0,3
"West Region",2020-02-09,2019,33,1,78661381,0,10,0,2
"West Region",2020-02-16,2019,34,1,78661381,0,12,0,2
"West Region",2020-02-23,2019,35,1,78661381,1,22,1,10
"West Region",2020-03-01,2019,36,1,78661381,17,218,16,196
"West Region",2020-03-08,2019,37,1,78661381,46,1165.5,29,947.5
"West Region",2020-03-15,2019,38,1,78661381,133,4383,87,3217.5
"West Region",2020-03-22,2019,39,1,78661381,435.791666666667,15969.5,302.791666666667,11586.5
"West Region",2020-03-29,2019,40,1,78661381,1393,37414,957.208333333333,21444.5
"West Region",2020-04-05,2019,41,1,78661381,2269.5,56906,876.5,19492
"West Region",2020-04-12,2019,42,1,78661381,3316.5,74991,1047,18085
"West Region",2020-04-19,2019,43,1,78661381,4411,96918,1094.5,21927
"West Region",2020-04-26,2019,44,1,78661381,5292,118583,881,21665
"West Region",2020-05-03,2019,45,1,78661381,6346.5,142604.5,1054.5,24021.5
"West Region",2020-05-10,2019,46,1,78661381,7327,164966,980.5,22361.5
"West Region",2020-05-17,2019,47,1,78661381,8187.33333333333,187658.5,860.333333333333,22692.5
"West Region",2020-05-24,2019,48,1,78661381,8882,216201,694.666666666667,28542.5
"West Region",2020-05-31,2019,49,1,78661381,9652,249719.5,770,33518.5
"West Region",2020-06-07,2019,50,1,78661381,10416,288876,764,39156.5
"West Region",2020-06-14,2019,51,1,78661381,11160,343884,744,55008
"West Region",2020-06-21,2019,52,1,78661381,11927,420556,767,76672
"West Region",2020-06-28,2020,1,1,78661381,12779,516926,852,96370
"West Region",2020-07-05,2020,2,1,78661381,14094,629731,1315,112805
"West Region",2020-07-12,2020,3,1,78661381,15584,745573,1490,115842
"West Region",2020-07-19,2020,4,1,78661381,17211,862116,1627,116543
"West Region",2020-07-26,2020,5,1,78661381,18967,965994,1756,103878
"West Region",2020-08-02,2020,6,1,78661381,20657,1047918,1690,81924
"West Region",2020-08-09,2020,7,1,78661381,22288,1143357,1631,95439
"West Region",2020-08-16,2020,8,1,78661381,23772,1211432,1484,68075
"West Region",2020-08-23,2020,9,1,78661381,25198,1270419,1426,58987
"West Region",2020-08-30,2020,10,1,78661381,26503,1325330,1305,54911
"West Region",2020-09-06,2020,11,1,78661381,27498,1367985,995,42655
"West Region",2020-09-13,2020,12,1,78661381,28592.1428571429,1419627,1094.14285714286,51642
"West Region",2020-09-20,2020,13,1,78661381,29542,1475472,949.857142857143,55845
"West Region",2020-09-27,2020,14,1,78661381,30475,1533385,933,57913
"West Region",2020-10-04,2020,15,1,78661381,31255,1600323,780,66938
"West Region",2020-10-11,2020,16,1,78661381,32037,1672405,782,72082
"West Region",2020-10-18,2020,17,1,78661381,32964,1764755,927,92350
"West Region",2020-10-25,2020,18,1,78661381,34046,1871209,1082,106454
"West Region",2020-11-01,2020,19,1,78661381,35303,2020983,1257,149774
"West Region",2020-11-08,2020,20,1,78661381,36622,2216629,1319,195646
"West Region",2020-11-15,2020,21,1,78661381,38368,2468036,1746,251407
"West Region",2020-11-22,2020,22,1,78661381,40218,2729750,1850,261714
"West Region",2020-11-29,2020,23,1,78661381,42763,3058388,2545,328638
"West Region",2020-12-06,2020,24,1,78661381,45553,3459006,2790,400618
"West Region",2020-12-13,2020,25,1,78661381,49163,3920327,3610,461321
"West Region",2020-12-20,2020,26,1,78661381,52130,4327863,2967,407536
"West Region",2020-12-27,2020,27,1,78661381,56380.5,4743081,4250.5,415218
"West Region",2021-01-03,2020,27,1,78602026,61750.3333333333,5222743,5369.83333333333,479662
"West Region",2021-01-10,2020,28,1,78602026,67601,5650121,5850.66666666667,427378
"West Region",2021-01-17,2020,29,1,78602026,73073,5938748,5472,288627
"West Region",2021-01-24,2020,30,1,78602026,78726,6173134,5653,234386
"West Region",2021-01-31,2020,31,1,78602026,84033,6344151,5307,171017
"West Region",2021-02-07,2020,32,1,78602026,88821,6470287,4788,126136
"West Region",2021-02-14,2020,33,1,78602026,92330,6559072,3509,88785
"West Region",2021-02-21,2020,34,1,78602026,96332,6638182,4002,79110
"West Region",2021-02-28,2020,35,1,78602026,99243,6704672,2911,66490
"West Region",2021-03-07,2020,36,1,78602026,101260,6763522.5,2017,58850.5
"West Region",2021-03-14,2020,37,1,78602026,102676,6813921,1416,50398.5
"West Region",2021-03-21,2020,38,1,78602026,104796,6864555,2120,50634
"West Region",2021-03-28,2020,39,1,78602026,105955.333333333,6919259,1159.33333333333,54704
"West Region",2021-04-04,2020,40,1,78602026,107083,6982666,1127.66666666667,63407
"West Region",2021-04-11,2020,41,1,78602026,107970,7041589,887,58923
"West Region",2021-04-18,2020,42,1,78602026,108814,7098996,844,57407
"West Region",2021-04-25,2020,43,1,78602026,109709,7156049,895,57053
"West Region",2021-05-02,2020,44,1,78602026,110435.4,7207752,726.4,51703
"West Region",2021-05-09,2020,45,1,78602026,110995,7252611,559.6,44859
"West Region",2021-05-16,2020,46,1,78602026,111590.4,7286687,595.4,34076
"West Region",2021-05-23,2020,47,1,78602026,112336,7324705,745.6,38018
"West Region",2021-05-30,2020,48,1,78602026,113041.6,7349290,705.6,24585
"West Region",2021-06-06,2020,49,1,78602026,113307.933333333,7374327,266.333333333336,25037
"West Region",2021-06-13,2020,50,1,78602026,113650.25,7396963,342.316666666664,22636
"West Region",2021-06-20,2020,51,1,78602026,114255.333333333,7425159,605.083333333332,28196
"West Region",2021-06-27,2020,52,1,78602026,114661,7445980,405.666666666668,20821
"West Region",2021-07-04,2021,1,1,78602026,115118,7479248,457,33268
"West Region",2021-07-11,2021,2,1,78602026,115640,7535348,522,56100
"West Region",2021-07-18,2021,3,1,78602026,116075,7619534,435,84186
"West Region",2021-07-25,2021,4,1,78602026,116644,7731611,569,112077
"West Region",2021-08-01,2021,5,1,78602026,117377.454545455,7903106,733.454545454544,171495
"West Region",2021-08-08,2021,6,1,78602026,117919.454545455,8082236,542,179130
"West Region",2021-08-15,2021,7,1,78602026,119117,8295599,1197.54545454546,213363
"West Region",2021-08-22,2021,8,1,78602026,120628,8506183,1511,210584
"West Region",2021-08-29,2021,9,1,78602026,122419,8726899,1791,220716
"West Region",2021-09-05,2021,10,1,78602026,124286,8908836,1867,181937
"West Region",2021-09-12,2021,11,1,78602026,126649,9095807,2363,186971
"West Region",2021-09-19,2021,12,1,78602026,128756,9247387,2107,151580
"West Region",2021-09-26,2021,13,1,78602026,131041.5,9412470,2285.5,165083
"West Region",2021-10-03,2021,14,1,78602026,133139,9557459,2097.5,144989
"West Region",2021-10-10,2021,15,1,78602026,135005,9692638,1866,135179
"West Region",2021-10-17,2021,16,1,78602026,137529,9833591,2524,140953
